age,hours_per_day,while_working,bpm,frequency_classical,frequency_edm,frequency_folk,frequency_hip_hop,frequency_latin,frequency_lofi,frequency_metal,frequency_pop,frequency_r&b,frequency_rock,frequency_video_game_music,anxiety,depression,insomnia,ocd,hour,minute,primary_streaming_service,fav_genre,age_bin,hours_per_day_bin,date,music_effects
34,2.0,0,120.0,1,2,1,1,1,1,4,2,1,3,1,3.0,7.0,0.0,0.0,18,18,spotify,metal,31-35,1-2,2022-08-28,3
22,6.0,1,140.0,3,4,4,4,3,3,3,4,4,3,3,8.0,8.0,8.0,5.0,18,18,other streaming service,jazz,21-25,5-6,2022-08-28,3
17,2.0,1,94.0,3,1,1,2,1,2,3,4,1,4,2,5.0,2.0,3.0,4.0,18,21,spotify,jazz,16-20,1-2,2022-08-28,3
26,3.0,1,160.0,2,1,4,2,1,2,2,3,3,3,3,8.0,8.0,3.0,0.0,18,28,spotify,folk,26-30,2-3,2022-08-28,3
19,8.0,1,174.0,1,4,1,3,1,1,2,3,3,3,1,6.0,8.0,8.0,0.0,18,30,spotify,edm,16-20,7-8,2022-08-28,3
21,3.0,1,136.0,2,3,2,4,4,3,2,4,4,3,3,6.0,8.0,6.0,0.0,18,33,spotify,pop,21-25,2-3,2022-08-28,1
32,3.0,1,144.0,2,3,4,3,3,4,2,3,4,4,2,6.0,6.0,7.0,5.0,18,35,spotify,rock,31-35,2-3,2022-08-28,3
21,3.0,1,77.0,1,1,3,3,2,1,2,2,2,4,4,9.0,10.0,3.0,0.0,18,51,i do not use a streaming service.,rock,21-25,2-3,2022-08-28,2
25,2.0,0,120.0,2,1,2,3,3,1,1,4,3,4,2,7.0,7.0,5.0,0.0,18,53,spotify,pop,21-25,1-2,2022-08-28,3
26,1.0,0,100.0,2,2,2,2,1,2,3,3,2,4,1,10.0,7.0,2.0,8.0,18,54,spotify,rock,26-30,0-1,2022-08-28,2
21,2.0,1,100.0,2,1,3,2,1,2,4,2,1,4,3,1.0,3.0,0.0,6.0,18,55,spotify,metal,21-25,1-2,2022-08-28,2
17,2.0,1,100.0,2,1,1,2,1,4,1,4,4,1,3,5.0,3.0,2.0,1.0,18,56,spotify,pop,16-20,1-2,2022-08-28,3
28,4.0,1,194.0,2,2,2,3,1,1,3,3,2,4,3,6.0,8.0,1.0,6.0,18,57,i do not use a streaming service.,rock,26-30,3-4,2022-08-28,3
41,4.0,1,60.0,2,3,4,4,2,3,2,4,4,4,2,7.0,2.0,0.0,7.0,18,58,youtube music,pop,41-45,3-4,2022-08-28,3
18,1.0,1,190.0,2,2,1,3,1,1,4,2,1,4,3,6.0,9.0,9.0,0.0,18,58,spotify,metal,16-20,0-1,2022-08-28,3
22,2.0,0,87.0,3,1,1,2,4,3,1,3,4,2,3,1.0,1.0,4.0,1.0,18,59,spotify,r&b,21-25,1-2,2022-08-28,2
18,2.0,1,122.0,2,1,1,1,1,2,1,4,3,1,1,0.0,2.0,0.0,0.0,18,59,other streaming service,k pop,16-20,1-2,2022-08-28,3
49,1.0,1,156.0,3,4,3,3,2,3,3,3,2,4,3,8.0,8.0,2.0,0.0,19,4,other streaming service,edm,46-50,0-1,2022-08-28,3
21,3.0,1,150.0,3,2,3,2,1,3,4,4,2,4,3,3.0,3.0,7.0,0.0,19,4,spotify,metal,21-25,2-3,2022-08-28,2
27,10.0,1,194.0,1,3,3,3,2,3,4,4,3,4,3,8.0,8.0,3.0,0.0,19,7,spotify,metal,26-30,9-10,2022-08-28,3
19,1.0,0,160.0,1,1,1,2,1,3,4,3,2,4,1,6.0,4.0,0.0,3.0,19,10,spotify,metal,16-20,0-1,2022-08-28,2
27,3.0,1,171.0,3,1,2,3,1,2,4,1,2,3,2,1.0,0.0,0.0,0.0,19,12,spotify,metal,26-30,2-3,2022-08-28,3
27,1.5,1,95.0,1,1,2,3,1,2,4,3,1,4,3,5.0,5.0,4.0,4.0,19,16,spotify,rock,26-30,1-2,2022-08-28,3
19,3.0,1,114.0,3,1,4,2,1,3,1,3,3,3,3,8.0,9.0,6.0,0.0,19,18,spotify,k pop,16-20,2-3,2022-08-28,3
42,2.5,1,148.0,3,4,2,3,1,2,3,2,2,3,2,8.0,8.0,7.0,6.0,19,20,youtube music,rock,41-45,2-3,2022-08-28,3
60,2.0,1,119.0,2,1,2,1,2,1,1,3,2,3,1,3.0,0.0,2.0,0.0,19,22,pandora,gospel,56-60,1-2,2022-08-28,3
19,5.0,1,136.0,3,2,3,3,1,4,4,1,1,4,3,0.0,5.0,1.0,0.0,19,26,youtube music,metal,16-20,4-5,2022-08-28,2
20,2.0,1,141.0,2,1,2,3,1,3,1,4,3,3,2,6.0,3.0,0.0,0.0,19,27,apple music,pop,16-20,1-2,2022-08-28,3
28,2.0,0,146.0,2,1,2,2,1,1,4,2,1,3,2,1.0,7.0,5.0,1.0,19,29,spotify,metal,26-30,1-2,2022-08-28,3
16,2.0,0,100.0,3,1,1,3,1,3,1,3,3,2,3,4.0,2.0,1.0,1.0,19,29,i do not use a streaming service.,video game music,16-20,1-2,2022-08-28,2
18,2.0,1,164.0,3,1,1,2,1,2,1,4,4,1,1,5.0,6.0,0.0,1.0,19,30,spotify,r&b,16-20,1-2,2022-08-28,2
34,1.0,1,100.0,2,4,1,1,1,2,4,2,1,4,4,1.0,0.0,0.0,0.0,19,30,spotify,rock,31-35,0-1,2022-08-28,2
18,1.5,1,100.0,1,2,1,2,2,4,1,4,3,2,4,8.0,6.0,5.0,2.0,19,35,youtube music,pop,16-20,1-2,2022-08-28,3
38,0.5,0,100.0,1,2,3,3,3,1,1,4,3,4,1,4.0,6.0,6.0,4.0,19,46,spotify,rock,36-40,0-1,2022-08-28,3
17,2.0,1,100.0,1,2,2,1,1,3,2,3,1,4,4,7.0,3.0,1.0,5.0,19,46,spotify,rock,16-20,1-2,2022-08-28,3
35,0.5,0,100.0,3,1,3,1,1,2,1,4,2,3,2,10.0,3.0,1.0,0.0,19,50,other streaming service,pop,31-35,0-1,2022-08-28,2
21,2.0,1,101.0,2,2,3,4,4,4,4,4,4,4,2,8.0,8.0,3.0,0.0,19,56,i do not use a streaming service.,rock,21-25,1-2,2022-08-28,3
25,2.5,1,100.0,2,1,2,3,4,4,2,3,4,3,3,7.0,6.0,5.0,4.0,19,59,apple music,r&b,21-25,2-3,2022-08-28,3
18,2.0,1,98.0,4,1,2,3,2,4,1,3,4,1,2,7.0,2.0,3.0,5.0,20,1,spotify,k pop,16-20,1-2,2022-08-28,3
16,2.0,0,145.0,1,2,3,2,1,3,1,4,2,4,2,10.0,3.5,5.0,10.0,20,4,apple music,pop,16-20,1-2,2022-08-28,3
19,1.0,1,94.0,2,2,2,3,1,2,2,4,3,4,1,7.0,5.0,1.0,2.0,20,12,spotify,pop,16-20,0-1,2022-08-28,3
31,4.0,1,103.0,4,2,1,3,3,1,3,2,1,3,1,6.0,8.0,9.0,5.0,20,14,spotify,classical,31-35,3-4,2022-08-28,3
26,5.0,1,100.0,1,3,1,1,1,1,1,4,1,4,1,2.0,9.0,2.0,1.0,20,14,spotify,rock,26-30,4-5,2022-08-28,2
16,2.0,1,112.0,2,4,2,1,1,2,2,3,2,4,4,7.0,4.0,10.0,2.0,20,15,spotify,rock,16-20,1-2,2022-08-28,3
26,2.0,1,100.0,4,2,4,2,1,3,3,2,1,4,4,7.0,5.0,6.0,0.0,20,20,spotify,rock,26-30,1-2,2022-08-28,3
17,2.0,1,118.0,2,1,1,3,1,2,1,3,4,1,2,6.0,1.0,0.0,0.0,20,20,spotify,r&b,16-20,1-2,2022-08-28,3
22,1.0,1,100.0,3,2,4,1,2,1,4,2,1,4,4,3.0,6.0,1.0,1.0,20,32,spotify,video game music,21-25,0-1,2022-08-28,3
20,4.0,1,113.0,3,1,2,3,1,2,1,3,4,4,2,9.0,10.0,3.0,0.0,20,33,apple music,r&b,16-20,3-4,2022-08-28,3
30,1.0,0,162.0,3,2,3,2,1,1,3,3,1,4,1,8.0,5.0,8.0,9.0,20,37,spotify,rock,26-30,0-1,2022-08-28,3
26,4.0,1,100.0,2,2,1,2,3,1,2,4,2,3,1,8.0,7.0,7.0,3.0,20,43,other streaming service,pop,26-30,3-4,2022-08-28,3
19,5.0,1,111.0,3,1,3,2,2,2,4,3,2,4,3,9.0,9.0,9.0,3.0,20,50,spotify,rock,16-20,4-5,2022-08-28,2
21,5.0,1,85.0,1,2,3,2,1,1,3,3,1,4,1,9.0,8.0,9.0,7.0,20,57,spotify,country,21-25,4-5,2022-08-28,3
33,7.0,1,134.0,2,3,3,4,3,3,3,4,4,4,3,9.0,3.0,7.0,8.0,20,57,spotify,rock,31-35,6-7,2022-08-28,3
28,2.0,1,172.0,1,2,2,3,1,3,2,3,4,4,2,10.0,8.0,6.0,2.0,21,1,youtube music,rock,26-30,1-2,2022-08-28,3
25,3.0,1,180.0,2,3,3,2,1,3,4,3,2,4,3,9.0,6.0,3.0,0.0,21,3,spotify,rock,21-25,2-3,2022-08-28,3
22,2.0,1,120.0,2,2,2,2,1,2,1,4,2,3,3,7.0,7.0,8.0,3.0,21,6,youtube music,pop,21-25,1-2,2022-08-28,3
19,3.0,1,76.0,3,3,3,1,1,2,2,2,2,4,2,9.0,10.0,4.0,0.0,21,11,spotify,rock,16-20,2-3,2022-08-28,3
44,3.0,1,130.0,2,2,4,3,2,3,1,2,3,2,3,9.0,9.0,8.0,2.0,21,14,other streaming service,folk,41-45,2-3,2022-08-28,3
22,3.0,1,100.0,1,1,4,2,1,1,4,2,1,4,2,9.0,10.0,3.0,9.0,21,14,spotify,rock,21-25,2-3,2022-08-28,3
26,5.0,1,109.0,3,4,2,2,1,2,4,3,3,3,3,10.0,9.0,8.0,8.0,21,23,spotify,metal,26-30,4-5,2022-08-28,3
23,6.0,1,96.0,4,1,2,1,2,1,1,2,1,1,2,6.0,5.0,6.0,8.0,21,24,i do not use a streaming service.,classical,21-25,5-6,2022-08-28,3
17,2.0,0,148.0,3,2,1,4,1,2,1,3,4,1,2,8.0,6.0,10.0,3.0,21,26,spotify,r&b,16-20,1-2,2022-08-28,3
42,2.0,0,100.0,3,3,2,3,1,1,4,3,3,4,2,8.0,3.0,6.0,4.0,21,28,youtube music,metal,41-45,1-2,2022-08-28,3
30,1.0,0,129.0,2,2,2,2,2,2,2,4,2,4,2,4.0,2.0,1.0,3.0,21,30,spotify,rock,26-30,0-1,2022-08-28,3
35,1.0,1,81.0,3,3,2,3,1,1,1,4,2,3,2,2.0,1.0,1.0,1.0,21,30,spotify,pop,31-35,0-1,2022-08-28,2
20,3.0,0,136.0,1,1,1,1,1,1,4,4,1,4,2,10.0,10.0,7.0,3.0,21,31,spotify,rock,16-20,2-3,2022-08-28,3
18,3.0,1,155.0,2,1,3,4,3,3,1,4,2,4,4,8.0,9.0,0.0,0.0,21,47,spotify,rap,16-20,2-3,2022-08-28,3
21,1.0,0,100.0,1,3,1,2,3,2,1,4,3,3,2,4.0,9.0,6.0,2.0,21,48,spotify,pop,21-25,0-1,2022-08-28,2
19,6.0,1,52.0,1,2,4,2,4,2,3,4,2,4,2,4.0,2.0,0.0,0.0,21,48,spotify,rock,16-20,5-6,2022-08-28,3
37,4.0,1,97.0,2,3,3,4,1,3,3,3,4,4,1,9.0,2.0,7.0,7.0,21,52,spotify,rock,36-40,3-4,2022-08-28,3
31,2.0,1,92.0,3,2,3,3,3,4,4,3,3,4,4,8.0,6.0,7.0,5.0,21,54,spotify,metal,31-35,1-2,2022-08-28,3
29,2.0,1,100.0,1,2,4,2,2,2,3,2,4,4,2,6.0,5.0,4.0,2.0,21,55,spotify,folk,26-30,1-2,2022-08-28,3
20,3.0,1,120.0,3,2,4,2,1,3,3,4,2,4,3,8.0,5.0,2.0,3.0,21,55,spotify,rock,16-20,2-3,2022-08-28,3
36,8.0,1,143.0,3,3,2,2,1,1,4,2,1,3,4,7.0,6.0,6.0,1.0,22,3,i do not use a streaming service.,video game music,36-40,7-8,2022-08-28,2
18,3.0,1,118.0,3,1,2,1,1,2,2,3,1,4,2,10.0,2.0,0.0,0.0,22,4,spotify,rock,16-20,2-3,2022-08-28,3
18,2.0,1,130.0,2,3,1,1,1,1,2,3,1,2,1,6.0,0.0,0.0,0.0,22,5,spotify,k pop,16-20,1-2,2022-08-28,3
25,7.0,1,120.0,1,4,2,3,2,2,2,4,3,2,3,2.0,0.0,1.0,0.0,22,6,spotify,pop,21-25,6-7,2022-08-28,3
18,12.0,1,126.0,1,1,1,3,3,1,2,4,3,2,1,3.0,7.0,5.0,2.0,22,9,youtube music,k pop,16-20,11-12,2022-08-28,3
31,9.0,1,158.0,2,2,3,1,2,4,3,4,1,3,3,9.0,0.0,2.0,0.0,22,10,youtube music,pop,31-35,8-9,2022-08-28,3
17,2.0,1,160.0,2,2,2,3,1,1,2,4,2,3,1,5.0,4.0,1.0,1.0,22,11,spotify,pop,16-20,1-2,2022-08-28,3
21,1.0,1,100.0,1,1,4,2,1,2,2,2,1,3,4,8.0,4.0,0.0,1.0,22,13,spotify,folk,21-25,0-1,2022-08-28,3
30,1.0,0,119.0,1,1,1,3,1,1,1,4,2,3,2,8.0,10.0,2.0,0.0,22,14,other streaming service,country,26-30,0-1,2022-08-28,3
40,2.0,1,120.0,3,3,2,2,1,2,4,2,2,4,1,3.0,6.0,2.0,1.0,22,14,apple music,metal,36-40,1-2,2022-08-28,2
18,4.0,1,200.0,3,3,2,2,2,1,2,3,2,3,2,4.0,4.0,2.0,1.0,22,21,i do not use a streaming service.,rock,16-20,3-4,2022-08-28,3
14,2.0,1,136.0,2,1,3,3,1,1,3,4,2,4,2,7.0,5.0,2.0,6.0,22,30,spotify,rock,11-15,1-2,2022-08-28,3
26,6.0,1,104.0,3,1,2,2,1,1,2,3,1,4,1,3.0,2.0,0.0,0.0,22,32,youtube music,rock,26-30,5-6,2022-08-28,2
35,4.0,1,90.0,2,2,3,4,3,3,3,3,2,4,1,9.0,9.0,5.0,1.0,22,38,spotify,country,31-35,3-4,2022-08-28,3
33,1.0,0,120.0,1,1,1,3,2,1,1,3,2,4,1,3.0,10.0,4.0,1.0,22,39,other streaming service,rock,31-35,0-1,2022-08-28,2
30,6.0,1,89.0,3,1,4,1,1,3,3,2,1,4,1,9.0,0.0,5.0,0.0,22,39,spotify,folk,26-30,5-6,2022-08-28,2
31,2.0,0,95.0,3,3,2,2,1,2,4,4,2,4,3,7.0,6.0,6.0,5.0,22,49,spotify,metal,31-35,1-2,2022-08-28,3
27,5.0,1,140.0,2,3,4,2,3,4,3,4,3,4,4,0.0,9.0,4.0,0.0,22,51,spotify,folk,26-30,4-5,2022-08-28,3
53,1.5,0,92.0,2,4,3,3,3,1,1,4,2,3,1,2.0,2.0,2.0,1.0,22,51,i do not use a streaming service.,pop,51-55,1-2,2022-08-28,2
23,5.0,1,120.0,3,1,2,1,1,1,4,2,1,4,1,6.0,9.0,2.0,1.0,22,53,spotify,metal,21-25,4-5,2022-08-28,3
25,2.0,1,128.0,2,4,2,3,1,2,4,4,2,4,2,6.0,4.0,1.0,0.0,22,58,spotify,edm,21-25,1-2,2022-08-28,3
16,4.0,1,140.0,4,2,3,4,3,4,4,4,3,3,2,8.0,9.0,4.0,0.0,23,4,apple music,k pop,16-20,3-4,2022-08-28,3
18,2.0,1,100.0,1,2,2,2,1,2,1,2,1,4,1,6.0,7.0,4.0,3.0,23,8,spotify,rock,16-20,1-2,2022-08-28,3
29,5.0,1,100.0,4,1,2,1,1,1,2,3,2,3,1,7.0,2.0,2.0,0.0,23,19,spotify,classical,26-30,4-5,2022-08-28,3
31,6.0,1,136.0,2,1,2,3,1,2,2,3,3,3,3,8.0,6.0,5.0,6.0,23,23,youtube music,edm,31-35,5-6,2022-08-28,2
31,1.0,0,132.0,3,1,1,2,3,1,3,2,2,4,3,3.0,10.0,0.0,0.0,23,23,spotify,rock,31-35,0-1,2022-08-28,1
38,6.0,1,107.0,4,3,3,4,3,3,2,4,4,3,1,9.0,4.0,9.0,7.0,23,23,spotify,pop,36-40,5-6,2022-08-28,3
17,4.0,0,135.0,4,1,1,4,4,3,3,2,3,1,2,7.0,9.0,2.0,8.0,23,26,spotify,classical,16-20,3-4,2022-08-28,1
25,2.0,0,171.0,1,4,2,1,1,1,2,3,1,4,2,10.0,3.0,1.0,4.0,23,34,apple music,edm,21-25,1-2,2022-08-28,3
20,2.0,0,100.0,2,1,1,1,1,1,4,1,1,3,2,0.0,0.0,0.0,1.0,23,34,spotify,metal,16-20,1-2,2022-08-28,2
15,2.0,1,171.0,1,4,1,3,1,1,1,2,2,1,2,9.0,6.0,1.0,7.0,23,40,spotify,edm,11-15,1-2,2022-08-28,2
16,4.0,1,85.0,2,4,2,2,1,4,2,3,1,2,4,7.0,1.0,3.0,5.0,23,42,spotify,lofi,16-20,3-4,2022-08-28,3
20,2.0,1,174.0,3,4,1,3,1,1,1,3,1,3,3,9.0,7.0,5.0,7.0,23,47,spotify,edm,16-20,1-2,2022-08-28,3
23,6.0,1,87.0,1,3,3,2,3,1,1,4,4,2,1,3.0,1.0,2.0,7.0,23,50,other streaming service,rap,21-25,5-6,2022-08-28,3
22,3.0,1,77.0,2,3,2,4,3,2,3,4,3,3,2,6.0,6.0,8.0,0.0,23,54,spotify,hip hop,21-25,2-3,2022-08-28,3
15,5.0,1,126.0,2,4,2,1,1,3,2,4,1,4,3,10.0,6.0,0.0,4.0,23,56,i do not use a streaming service.,rock,11-15,4-5,2022-08-28,3
17,0.5,1,136.0,2,3,1,1,1,1,2,3,2,3,4,6.0,3.0,1.0,1.0,0,3,i do not use a streaming service.,video game music,16-20,0-1,2022-08-29,3
22,1.0,1,80.0,2,2,3,2,1,3,1,2,1,2,4,3.0,3.0,0.0,7.0,0,5,spotify,video game music,21-25,0-1,2022-08-29,2
21,10.0,1,92.0,1,2,1,4,1,1,4,3,3,4,3,9.0,10.0,2.0,2.0,0,5,spotify,metal,21-25,9-10,2022-08-29,2
19,2.0,1,120.0,2,3,2,2,3,3,1,4,4,4,4,7.0,5.0,0.0,2.0,0,21,spotify,pop,16-20,1-2,2022-08-29,2
32,0.5,0,100.0,4,3,2,1,1,1,3,2,1,4,2,3.0,0.0,4.0,4.0,0,32,apple music,classical,31-35,0-1,2022-08-29,2
34,1.0,0,138.0,2,1,3,2,2,1,1,2,1,4,1,9.0,9.0,6.0,4.0,0,33,youtube music,rock,31-35,0-1,2022-08-29,3
18,2.0,1,150.0,3,2,1,1,1,1,4,2,1,4,3,5.0,7.0,7.0,2.0,0,33,i do not use a streaming service.,metal,16-20,1-2,2022-08-29,3
21,3.0,1,108.0,2,1,3,2,1,1,2,3,1,4,3,0.0,8.0,0.0,5.0,0,39,spotify,country,21-25,2-3,2022-08-29,3
20,3.0,0,119.0,2,2,3,3,1,1,1,4,4,3,1,8.0,4.0,3.0,4.0,0,39,spotify,country,16-20,2-3,2022-08-29,3
19,2.0,1,125.0,2,2,3,1,2,2,3,2,1,3,1,7.0,2.0,0.0,7.0,0,47,spotify,country,16-20,1-2,2022-08-29,2
25,1.0,0,100.0,2,1,2,2,1,2,2,4,2,4,4,9.0,9.0,6.0,9.0,0,47,i do not use a streaming service.,pop,21-25,0-1,2022-08-29,2
31,8.0,1,100.0,4,2,2,1,1,1,1,1,1,2,2,5.0,7.0,5.0,4.0,0,50,spotify,classical,31-35,7-8,2022-08-29,3
21,1.0,1,85.0,4,2,3,2,1,2,4,4,3,3,4,5.0,1.0,0.0,0.0,0,50,spotify,pop,21-25,0-1,2022-08-29,3
31,1.0,0,113.0,4,1,3,2,2,1,1,1,1,3,1,4.0,1.0,3.0,0.0,0,54,youtube music,folk,31-35,0-1,2022-08-29,3
20,1.0,0,86.0,2,1,1,1,1,2,2,4,1,3,1,3.0,5.0,3.0,0.0,0,59,youtube music,pop,16-20,0-1,2022-08-29,3
19,5.0,1,141.0,3,1,1,2,1,1,4,3,3,4,1,2.0,2.0,0.0,6.0,1,6,spotify,rock,16-20,4-5,2022-08-29,3
19,5.0,1,97.0,2,4,3,3,3,4,4,2,1,3,2,0.0,1.0,3.0,5.0,1,17,other streaming service,edm,16-20,4-5,2022-08-29,3
23,4.0,1,100.0,2,3,1,3,1,3,4,4,4,4,2,7.0,8.0,6.0,2.0,1,22,spotify,metal,21-25,3-4,2022-08-29,3
24,8.0,1,120.0,3,4,2,4,2,4,4,2,2,4,4,6.0,4.0,8.0,8.0,1,26,i do not use a streaming service.,video game music,21-25,7-8,2022-08-29,3
20,0.7,0,144.0,2,1,1,1,1,3,2,4,2,4,2,5.0,6.0,8.0,2.0,1,34,other streaming service,rock,16-20,0-1,2022-08-29,3
15,3.0,0,84.0,2,3,2,3,1,4,2,4,1,4,4,6.0,6.0,2.0,6.0,1,34,spotify,video game music,11-15,2-3,2022-08-29,2
17,7.0,1,84.0,1,2,1,4,1,2,2,2,2,2,2,8.0,9.0,3.0,4.0,1,54,spotify,hip hop,16-20,6-7,2022-08-29,3
20,1.5,0,60.0,4,1,2,1,3,1,1,1,1,1,4,8.0,4.0,3.0,3.0,1,59,i do not use a streaming service.,video game music,16-20,1-2,2022-08-29,1
14,4.0,1,81.0,3,3,2,2,1,4,1,3,2,1,1,8.0,6.0,5.0,7.0,2,3,spotify,video game music,11-15,3-4,2022-08-29,3
24,4.0,1,150.0,3,1,2,2,1,1,4,3,2,4,1,8.0,8.0,7.0,7.0,2,6,spotify,metal,21-25,3-4,2022-08-29,3
14,10.0,1,95.0,2,3,1,3,1,4,3,1,1,2,4,5.0,2.0,5.0,0.0,2,10,other streaming service,video game music,11-15,9-10,2022-08-29,3
23,2.0,1,138.0,4,2,2,3,2,2,2,3,3,4,3,6.0,8.0,4.0,2.0,2,22,spotify,rock,21-25,1-2,2022-08-29,2
28,2.0,1,100.0,2,1,2,1,1,3,2,3,2,4,2,7.0,5.0,2.0,1.0,2,25,apple music,rock,26-30,1-2,2022-08-29,2
22,6.0,1,140.0,3,4,2,2,1,3,3,3,3,4,3,8.0,8.0,7.0,1.0,2,28,spotify,jazz,21-25,5-6,2022-08-29,3
25,0.5,1,139.0,2,4,1,2,1,1,2,3,2,4,3,10.0,2.0,0.0,0.0,2,29,spotify,rock,21-25,0-1,2022-08-29,3
27,2.0,1,100.0,3,4,1,3,3,3,3,4,4,3,3,8.0,7.0,7.0,5.0,2,30,spotify,pop,26-30,1-2,2022-08-29,3
18,5.0,1,100.0,2,2,2,2,1,2,3,4,2,4,4,8.0,8.0,8.0,6.0,2,30,spotify,rock,16-20,4-5,2022-08-29,3
17,3.0,1,120.0,2,1,3,3,2,1,3,4,4,4,1,8.0,10.0,9.0,2.0,2,40,apple music,pop,16-20,2-3,2022-08-29,3
23,4.5,1,100.0,3,1,3,3,1,2,3,3,2,4,3,6.0,1.0,8.0,4.0,2,43,other streaming service,rock,21-25,4-5,2022-08-29,2
40,3.0,1,178.0,3,1,1,1,1,2,3,3,2,3,1,0.0,4.0,4.0,0.0,2,46,other streaming service,rock,36-40,2-3,2022-08-29,3
27,2.0,1,100.0,3,3,2,2,2,3,4,2,1,4,3,8.0,10.0,10.0,8.0,2,46,spotify,rock,26-30,1-2,2022-08-29,2
18,1.0,0,100.0,2,1,2,3,1,1,1,4,2,3,2,3.0,2.0,0.0,1.0,2,49,spotify,pop,16-20,0-1,2022-08-29,2
