age,hours_per_day,while_working,bpm,frequency_classical,frequency_edm,frequency_folk,frequency_hip_hop,frequency_latin,frequency_lofi,frequency_metal,frequency_pop,frequency_r&b,frequency_rock,frequency_video_game_music,anxiety,depression,insomnia,ocd,hour,minute,primary_streaming_service,fav_genre,age_bin,hours_per_day_bin,date,music_effects
18,1.0,0,116.0,2,1,1,3,2,3,1,3,1,1,3,2.0,0.0,3.0,0.0,15,53,apple music,rap,16-20,0-1,2022-09-06,3
23,10.0,1,165.0,1,1,1,1,1,1,4,1,1,3,1,0.0,0.0,0.0,0.0,19,27,i do not use a streaming service.,metal,21-25,9-10,2022-09-06,2
18,10.0,1,110.0,3,3,3,3,2,2,4,4,3,4,1,10.0,10.0,6.0,6.0,9,16,spotify,rock,16-20,9-10,2022-09-07,3
40,5.0,1,174.0,3,3,3,4,3,2,3,4,3,4,2,3.0,0.0,0.0,1.0,12,32,spotify,rock,36-40,4-5,2022-09-07,3
24,10.0,1,180.0,3,1,2,1,1,2,3,3,1,4,3,7.0,9.0,10.0,0.0,14,17,spotify,rock,21-25,9-10,2022-09-07,3
23,2.0,1,171.0,4,2,2,1,2,3,1,4,2,4,1,8.0,7.0,6.0,2.0,19,43,spotify,classical,21-25,1-2,2022-09-07,3
56,6.0,1,100.0,1,1,1,3,1,1,1,1,3,1,1,2.0,0.0,10.0,10.0,21,19,other streaming service,r&b,56-60,5-6,2022-09-07,3
29,2.0,1,70.0,2,4,1,4,3,3,1,4,4,1,3,10.0,2.0,9.0,3.0,15,6,spotify,r&b,26-30,1-2,2022-09-08,2
16,3.0,1,120.0,1,1,1,4,1,1,1,4,3,1,1,6.0,0.0,0.0,0.0,16,56,other streaming service,pop,16-20,2-3,2022-09-08,3
18,8.0,1,56.0,2,2,1,3,3,4,1,3,4,1,3,3.0,0.0,2.0,2.0,18,12,spotify,gospel,16-20,7-8,2022-09-08,3
21,8.0,1,162.0,4,4,4,4,4,4,4,4,4,4,4,6.0,5.0,9.0,8.0,18,14,spotify,lofi,21-25,7-8,2022-09-08,3
32,8.0,1,101.0,1,1,2,3,1,1,3,2,2,4,3,7.0,6.0,5.0,8.0,19,16,spotify,rock,31-35,7-8,2022-09-08,3
22,8.0,1,110.0,3,3,2,2,1,1,4,2,2,4,4,10.0,7.0,8.0,6.0,21,30,youtube music,metal,21-25,7-8,2022-09-08,3
17,12.0,1,172.0,4,2,2,4,4,2,3,2,1,4,3,0.0,3.0,9.0,5.0,23,40,spotify,latin,16-20,11-12,2022-09-08,2
18,6.0,1,90.0,2,4,1,3,4,4,1,4,4,2,3,0.0,2.0,1.0,5.0,7,19,spotify,edm,16-20,5-6,2022-09-09,3
18,4.0,1,135.0,3,3,1,3,4,2,1,3,4,1,2,2.0,0.0,0.0,0.0,7,48,spotify,r&b,16-20,3-4,2022-09-09,2
24,8.0,1,81.0,4,2,1,4,2,4,1,2,3,4,2,2.0,2.0,4.0,0.0,11,15,spotify,jazz,21-25,7-8,2022-09-09,2
21,2.0,0,170.0,2,1,1,3,1,3,3,4,3,4,3,5.0,6.0,3.0,4.0,11,25,spotify,pop,21-25,1-2,2022-09-09,2
46,1.0,0,120.0,1,1,1,1,1,1,1,3,1,3,1,0.0,0.0,1.0,0.0,18,44,i do not use a streaming service.,rock,46-50,0-1,2022-09-09,2
18,2.0,1,90.0,1,1,1,4,1,3,1,3,4,1,1,5.0,4.0,3.0,7.0,22,31,spotify,hip hop,16-20,1-2,2022-09-09,3
16,3.0,1,115.0,2,2,1,4,1,3,1,4,4,4,3,2.0,7.0,0.0,0.0,23,34,spotify,k pop,16-20,2-3,2022-09-09,3
21,1.0,1,100.0,4,2,3,3,1,4,2,3,1,3,4,0.0,6.0,0.0,4.0,2,59,spotify,video game music,21-25,0-1,2022-09-10,3
19,0.0,0,100.0,4,3,2,3,2,2,1,2,2,2,2,0.0,0.0,0.0,0.0,6,7,i do not use a streaming service.,classical,16-20,0-1,2022-09-10,3
20,2.0,1,100.0,3,2,1,3,1,2,1,3,3,3,3,7.0,5.0,1.0,3.0,9,6,spotify,rap,16-20,1-2,2022-09-10,3
21,0.1,1,100.0,3,1,4,2,1,1,1,2,1,3,1,7.0,5.0,3.0,1.0,22,8,other streaming service,folk,21-25,0-1,2022-09-10,2
56,2.0,1,100.0,2,1,1,1,1,1,4,1,1,4,1,3.0,3.0,1.0,8.0,9,39,i do not use a streaming service.,rock,56-60,1-2,2022-09-12,3
21,12.0,1,160.0,3,4,2,3,1,3,4,3,2,4,2,7.0,10.0,4.0,7.0,11,45,spotify,rock,21-25,11-12,2022-09-12,1
20,1.0,1,121.0,2,1,4,2,1,3,2,4,2,4,1,3.0,2.0,3.0,0.0,12,9,spotify,pop,16-20,0-1,2022-09-12,3
21,1.0,1,105.0,3,2,1,2,1,1,2,3,1,4,2,5.0,1.0,1.0,9.0,12,14,apple music,rock,21-25,0-1,2022-09-12,3
25,3.0,1,110.0,1,1,3,1,1,3,1,2,1,4,3,8.0,9.0,4.0,10.0,12,15,spotify,rock,21-25,2-3,2022-09-12,3
33,2.0,1,134.0,2,1,3,3,1,1,4,3,3,4,3,4.0,8.0,0.0,0.0,12,46,spotify,metal,31-35,1-2,2022-09-12,3
20,2.0,1,148.0,2,2,2,3,3,3,4,4,3,4,2,7.0,9.0,7.0,0.0,13,31,spotify,rock,16-20,1-2,2022-09-12,3
17,3.0,1,120.0,3,3,1,1,1,2,4,4,1,4,1,1.0,5.0,6.0,4.0,13,33,spotify,rock,16-20,2-3,2022-09-12,2
24,1.0,0,122.0,2,3,2,1,1,2,2,3,2,3,4,3.0,2.0,1.0,0.0,13,46,youtube music,jazz,21-25,0-1,2022-09-12,2
26,3.0,1,90.0,2,2,2,3,3,2,4,2,3,4,2,6.0,8.0,0.0,0.0,13,55,spotify,jazz,26-30,2-3,2022-09-12,3
17,3.0,1,122.0,2,1,2,2,1,2,4,3,1,4,4,6.0,3.0,6.0,0.0,14,20,youtube music,rock,16-20,2-3,2022-09-12,3
16,5.0,1,129.0,3,1,2,2,1,2,4,3,1,4,3,7.0,4.0,8.0,0.0,14,27,spotify,metal,16-20,4-5,2022-09-12,3
27,8.0,1,132.0,1,2,1,3,1,1,4,4,4,3,1,2.0,6.0,9.0,1.0,14,29,spotify,metal,26-30,7-8,2022-09-12,2
28,4.0,1,178.0,2,3,2,4,4,3,2,4,2,3,2,8.0,5.0,3.0,8.0,14,42,spotify,hip hop,26-30,3-4,2022-09-12,3
48,5.0,1,100.0,4,3,4,3,2,1,2,2,2,4,2,3.0,3.0,0.0,0.0,14,44,i do not use a streaming service.,rock,46-50,4-5,2022-09-12,3
19,3.0,1,115.0,1,2,2,3,1,4,3,4,3,3,3,7.0,5.0,3.0,3.0,15,7,spotify,rap,16-20,2-3,2022-09-12,3
21,4.0,1,137.0,3,2,4,3,1,2,3,4,3,4,2,4.0,8.0,2.0,3.0,15,12,youtube music,rock,21-25,3-4,2022-09-12,3
21,1.0,1,92.0,4,1,1,1,1,1,1,1,1,1,2,3.0,0.0,0.0,5.0,16,24,i do not use a streaming service.,classical,21-25,0-1,2022-09-12,3
15,4.0,1,140.0,2,3,2,2,1,1,4,3,3,4,2,10.0,7.0,3.0,2.0,18,7,spotify,metal,11-15,3-4,2022-09-12,3
20,1.0,0,130.0,3,2,4,2,1,1,1,4,2,4,1,10.0,4.0,8.0,0.0,18,9,spotify,rock,16-20,0-1,2022-09-12,3
21,2.0,1,100.0,3,2,3,1,3,3,2,4,3,4,4,2.0,2.0,0.0,0.0,18,10,youtube music,video game music,21-25,1-2,2022-09-12,3
22,6.0,1,63.0,1,3,4,2,3,3,1,2,2,4,3,8.0,7.0,7.0,3.0,18,54,spotify,folk,21-25,5-6,2022-09-12,3
22,2.0,0,119.0,2,1,1,2,1,1,4,4,1,4,3,10.0,5.0,2.0,8.0,19,3,spotify,rock,21-25,1-2,2022-09-12,3
31,1.0,1,100.0,4,3,2,2,2,3,3,3,1,4,4,9.0,10.0,10.0,6.0,19,13,spotify,rock,31-35,0-1,2022-09-12,2
20,4.0,1,180.0,2,1,1,1,1,1,4,1,1,4,3,5.0,2.0,1.0,6.0,19,41,youtube music,metal,16-20,3-4,2022-09-12,3
49,8.0,1,68.0,4,1,1,1,1,1,2,2,1,2,1,4.0,8.0,9.0,1.0,20,7,i do not use a streaming service.,classical,46-50,7-8,2022-09-12,3
42,2.0,1,85.0,3,1,1,2,3,2,4,4,3,4,4,7.0,8.0,5.0,3.0,22,24,spotify,metal,41-45,1-2,2022-09-12,3
26,2.0,1,128.0,2,4,3,3,3,2,2,3,2,4,1,2.0,2.0,0.0,3.0,22,26,spotify,edm,26-30,1-2,2022-09-12,2
17,10.0,1,150.0,2,2,2,4,2,3,4,4,3,4,3,10.0,3.0,0.0,4.0,23,9,spotify,k pop,16-20,9-10,2022-09-12,3
30,0.0,0,100.0,2,2,1,1,1,1,3,1,1,2,2,10.0,10.0,10.0,9.0,23,16,i do not use a streaming service.,metal,26-30,0-1,2022-09-12,3
23,6.0,1,92.0,3,2,3,3,2,2,2,3,3,4,2,3.0,7.0,7.0,4.0,23,56,spotify,folk,21-25,5-6,2022-09-12,2
30,3.0,1,121.0,2,4,1,3,1,1,2,4,3,3,1,7.0,5.0,7.0,7.0,0,48,apple music,edm,26-30,2-3,2022-09-13,3
31,2.0,1,155.0,2,1,4,3,1,1,4,4,4,4,3,7.0,4.0,8.0,8.0,1,55,spotify,metal,31-35,1-2,2022-09-13,3
42,0.25,0,150.0,4,1,1,1,2,1,2,3,2,3,1,7.0,9.0,4.0,5.0,1,57,other streaming service,classical,41-45,0-1,2022-09-13,3
34,2.0,0,136.0,3,1,3,2,2,1,4,3,2,4,1,5.0,9.0,9.0,6.0,4,45,youtube music,metal,31-35,1-2,2022-09-13,3
21,2.0,1,121.0,3,4,2,2,3,2,3,4,4,3,3,5.0,4.0,10.0,7.0,5,57,youtube music,pop,21-25,1-2,2022-09-13,2
27,3.0,1,113.0,2,2,2,4,2,2,2,4,4,3,2,7.0,2.0,0.0,1.0,7,6,youtube music,pop,26-30,2-3,2022-09-13,3
18,6.0,1,80.0,1,4,4,3,2,3,3,4,3,4,3,8.0,6.0,0.0,2.0,7,12,spotify,folk,16-20,5-6,2022-09-13,3
26,3.0,0,140.0,2,1,4,3,1,2,4,2,2,4,2,1.0,3.0,10.0,0.0,8,5,spotify,metal,26-30,2-3,2022-09-13,2
37,2.0,1,100.0,1,1,1,2,1,1,3,3,2,3,1,8.0,10.0,10.0,2.0,8,36,spotify,rock,36-40,1-2,2022-09-13,1
26,5.0,1,92.0,3,2,4,4,2,2,3,3,3,4,2,4.0,7.0,6.0,0.0,9,29,spotify,folk,26-30,4-5,2022-09-13,2
19,4.0,0,120.0,1,3,1,3,3,2,1,4,3,3,3,9.0,6.0,3.0,0.0,11,16,spotify,pop,16-20,3-4,2022-09-13,2
22,4.0,1,93.0,1,1,1,2,1,2,3,4,2,4,4,10.0,7.0,4.0,4.0,13,18,spotify,rock,21-25,3-4,2022-09-13,3
43,0.0,0,100.0,2,1,1,2,1,1,1,3,2,3,1,1.0,2.0,2.0,0.0,13,58,i do not use a streaming service.,rock,41-45,0-1,2022-09-13,2
24,12.0,1,136.0,3,1,3,2,2,1,4,4,2,4,4,7.0,10.0,0.0,8.0,16,16,i do not use a streaming service.,rock,21-25,11-12,2022-09-13,3
21,0.5,0,108.0,1,1,1,1,1,1,1,3,1,1,1,10.0,2.0,1.0,10.0,16,34,i do not use a streaming service.,pop,21-25,0-1,2022-09-13,1
28,1.0,1,147.0,2,1,2,1,1,1,1,3,1,3,1,2.0,1.0,2.0,2.0,22,19,i do not use a streaming service.,rock,26-30,0-1,2022-09-13,3
23,3.0,1,93.0,4,1,4,4,2,4,2,4,4,3,2,3.0,10.0,0.0,0.0,23,6,youtube music,r&b,21-25,2-3,2022-09-13,2
20,12.0,0,98.0,1,2,3,3,1,1,3,4,3,4,3,7.0,10.0,2.0,0.0,0,9,apple music,rock,16-20,11-12,2022-09-14,3
17,4.0,1,120.0,1,4,1,1,1,2,4,3,1,4,3,4.0,2.0,0.0,0.0,0,58,spotify,metal,16-20,3-4,2022-09-14,3
19,3.0,1,130.0,2,2,2,2,1,1,1,3,3,3,2,4.0,2.0,5.0,3.0,7,7,spotify,r&b,16-20,2-3,2022-09-14,3
32,1.0,1,100.0,3,3,3,2,2,1,4,2,2,4,2,6.0,8.0,7.0,0.0,9,56,spotify,metal,31-35,0-1,2022-09-14,3
18,4.0,0,123.0,3,3,4,3,1,3,4,4,2,4,4,8.0,6.0,4.0,0.0,12,44,youtube music,folk,16-20,3-4,2022-09-14,3
20,2.0,1,135.0,3,1,2,1,1,1,1,4,1,4,3,2.0,2.0,0.0,0.0,0,33,other streaming service,rock,16-20,1-2,2022-09-15,2
27,3.0,1,105.0,2,4,2,2,1,4,4,2,2,4,4,8.0,7.0,9.0,3.0,9,41,spotify,rock,26-30,2-3,2022-09-15,3
15,3.0,1,132.0,3,1,1,1,1,2,4,1,1,4,2,4.0,3.0,5.0,0.0,11,9,spotify,rock,11-15,2-3,2022-09-15,2
26,1.0,1,100.0,2,3,3,1,2,4,2,4,2,4,3,6.0,1.0,0.0,4.0,15,30,spotify,rock,26-30,0-1,2022-09-15,2
24,2.0,1,115.0,1,1,1,3,1,2,1,4,4,2,2,6.0,6.0,3.0,6.0,1,47,spotify,pop,21-25,1-2,2022-09-16,3
20,1.0,1,120.0,3,2,1,1,1,3,1,4,3,2,1,8.0,7.0,1.0,1.0,9,24,spotify,k pop,16-20,0-1,2022-09-16,2
21,0.5,1,100.0,1,1,2,2,1,3,1,4,2,3,2,5.0,3.0,4.0,1.0,21,55,youtube music,pop,21-25,0-1,2022-09-16,3
16,2.0,1,149.0,4,1,1,1,1,1,1,2,1,1,4,6.0,2.0,4.0,3.0,16,23,spotify,video game music,16-20,1-2,2022-09-18,3
21,11.0,1,125.0,2,3,2,4,2,4,4,4,3,4,4,5.0,6.0,6.0,0.0,20,32,spotify,metal,21-25,10-11,2022-09-18,3
27,10.0,1,132.0,4,1,4,2,2,3,3,3,3,3,3,6.0,10.0,8.0,1.0,8,12,spotify,jazz,26-30,9-10,2022-09-19,3
17,5.0,1,110.0,4,2,3,4,2,4,1,3,4,4,3,7.0,3.0,9.0,7.0,9,37,spotify,rock,16-20,4-5,2022-09-19,3
21,1.5,1,110.0,4,4,4,3,2,3,2,4,2,3,3,4.0,6.0,0.0,0.0,18,34,spotify,classical,21-25,1-2,2022-09-19,2
17,2.0,1,116.0,4,1,4,2,3,3,1,4,2,3,2,9.0,4.0,0.0,1.0,20,9,spotify,folk,16-20,1-2,2022-09-19,3
21,3.0,0,145.0,3,1,2,4,1,3,2,3,3,2,3,9.0,7.0,7.0,5.0,23,53,spotify,rap,21-25,2-3,2022-09-19,3
17,2.0,0,100.0,3,3,4,3,1,1,3,3,3,4,3,5.0,10.0,2.0,7.0,21,12,youtube music,rock,16-20,1-2,2022-09-21,2
36,3.0,1,105.0,4,3,1,2,3,1,1,2,3,1,1,1.0,0.0,1.0,0.0,12,32,youtube music,country,36-40,2-3,2022-09-22,3
18,4.0,0,80.0,2,2,1,4,1,2,1,4,4,1,1,8.0,7.0,2.0,6.0,15,3,spotify,r&b,16-20,3-4,2022-09-22,3
18,1.0,0,100.0,1,2,1,4,1,3,1,3,3,2,1,5.0,1.0,4.0,0.0,21,7,spotify,k pop,16-20,0-1,2022-09-23,3
18,5.0,1,73.0,4,2,1,3,4,3,1,4,3,3,1,10.0,6.0,0.0,0.0,23,5,apple music,latin,16-20,4-5,2022-09-23,3
18,2.0,1,80.0,1,1,1,3,1,1,1,4,4,1,1,7.0,5.0,5.0,5.0,23,6,apple music,r&b,16-20,1-2,2022-09-23,3
18,7.0,1,100.0,4,1,1,4,1,3,1,3,3,2,2,3.0,1.0,0.0,3.0,23,6,spotify,hip hop,16-20,6-7,2022-09-23,3
18,2.0,1,100.0,2,2,1,3,1,3,1,3,2,1,2,5.0,8.0,7.0,4.0,23,43,spotify,rap,16-20,1-2,2022-09-23,3
18,1.0,1,120.0,3,2,2,3,2,4,1,2,2,2,2,2.0,0.0,0.0,5.0,0,42,i do not use a streaming service.,classical,16-20,0-1,2022-09-24,2
18,1.0,0,117.0,4,3,1,3,1,1,1,3,1,1,2,7.0,0.0,0.0,0.0,10,25,i do not use a streaming service.,classical,16-20,0-1,2022-09-24,2
18,4.0,1,100.0,1,1,1,4,1,4,1,3,4,1,1,8.0,0.0,0.0,2.0,10,59,spotify,r&b,16-20,3-4,2022-09-24,2
20,6.0,1,89.0,2,1,2,3,3,3,1,4,4,1,2,4.0,1.0,1.0,0.0,14,1,spotify,r&b,16-20,5-6,2022-09-25,3
19,3.0,1,115.0,3,2,1,4,1,3,1,4,4,1,2,3.0,8.0,0.0,2.0,8,17,spotify,hip hop,16-20,2-3,2022-09-27,3
17,4.0,1,144.0,3,1,1,4,1,4,1,3,1,1,1,7.0,0.0,2.0,2.0,11,46,spotify,hip hop,16-20,3-4,2022-09-27,3
23,4.0,1,105.0,2,4,2,2,1,4,3,3,3,3,4,10.0,8.0,10.0,0.0,13,32,spotify,video game music,21-25,3-4,2022-09-27,3
18,1.0,1,114.0,1,1,3,2,1,3,1,4,2,3,1,7.0,1.0,1.0,1.0,17,25,youtube music,pop,16-20,0-1,2022-09-28,3
19,2.0,1,145.0,2,3,1,1,1,1,2,4,1,3,3,5.0,9.0,1.0,7.0,19,37,spotify,pop,16-20,1-2,2022-09-28,2
20,5.0,1,128.0,4,1,3,4,4,4,1,4,4,4,3,10.0,6.0,3.0,8.0,7,52,spotify,r&b,16-20,4-5,2022-10-02,3
16,3.0,0,90.0,2,1,2,3,3,1,1,1,3,4,1,7.0,3.5,3.5,5.5,9,30,spotify,rock,16-20,2-3,2022-10-03,3
17,4.0,1,110.0,3,1,1,2,2,3,1,4,2,3,1,2.0,0.0,0.0,2.0,10,0,spotify,country,16-20,3-4,2022-10-03,3
16,9.0,1,130.0,2,1,2,1,2,1,4,3,2,4,1,10.0,10.0,10.0,8.0,10,25,spotify,metal,16-20,8-9,2022-10-03,3
20,1.0,1,100.0,3,2,2,3,1,2,2,4,2,2,4,8.0,9.0,6.0,5.0,10,53,youtube music,pop,16-20,0-1,2022-10-03,1
30,1.0,1,115.0,3,2,2,2,1,3,3,4,2,4,3,9.0,7.0,8.0,4.0,11,30,youtube music,rock,26-30,0-1,2022-10-03,3
37,2.0,1,186.0,3,1,3,2,1,1,2,3,2,3,3,6.0,4.0,5.0,0.0,13,1,spotify,folk,36-40,1-2,2022-10-03,3
44,1.5,0,99.0,2,1,4,3,1,1,1,2,2,3,1,8.0,5.0,9.0,4.0,13,47,youtube music,folk,41-45,1-2,2022-10-03,3
21,2.0,1,150.0,1,2,1,1,1,1,4,2,1,4,2,3.0,7.0,0.0,0.0,15,38,spotify,metal,21-25,1-2,2022-10-03,3
19,4.0,1,149.0,3,1,2,1,1,3,1,4,1,1,1,9.0,1.0,0.0,9.0,16,43,spotify,pop,16-20,3-4,2022-10-03,3
23,1.0,1,100.0,2,3,3,3,1,3,3,4,3,4,4,8.0,6.0,1.0,4.0,20,3,spotify,rock,21-25,0-1,2022-10-03,3
26,1.0,0,120.0,3,3,2,2,1,1,2,3,1,3,2,4.0,1.0,1.0,6.0,0,48,spotify,country,26-30,0-1,2022-10-04,3
18,3.0,1,140.0,3,1,1,2,1,2,2,2,2,3,4,6.0,5.0,3.0,1.0,4,50,spotify,video game music,16-20,2-3,2022-10-04,2
35,4.0,1,90.0,3,2,3,4,3,4,2,4,4,3,4,7.0,8.0,6.0,5.0,8,12,spotify,hip hop,31-35,3-4,2022-10-04,3
16,8.0,1,120.0,4,2,3,1,2,2,2,3,2,4,3,8.0,9.0,5.0,10.0,8,53,spotify,rock,16-20,7-8,2022-10-04,3
19,5.0,1,100.0,1,4,1,2,1,1,4,2,1,4,3,8.0,6.0,7.0,0.0,14,50,spotify,metal,16-20,4-5,2022-10-04,3
23,3.0,1,100.0,1,1,2,1,1,2,1,3,2,4,1,10.0,5.0,2.0,0.0,19,33,i do not use a streaming service.,rock,21-25,2-3,2022-10-04,3
17,8.0,1,95.0,2,4,1,3,1,4,1,4,1,2,4,5.0,2.0,4.0,7.0,19,43,youtube music,pop,16-20,7-8,2022-10-04,2
29,1.0,0,163.0,3,1,3,3,2,1,2,3,2,4,1,9.0,3.0,2.0,0.0,8,58,apple music,country,26-30,0-1,2022-10-05,2
21,4.0,1,97.0,2,1,3,2,1,1,1,3,3,3,1,4.0,6.0,3.0,4.0,12,30,spotify,pop,21-25,3-4,2022-10-05,3
17,1.0,0,137.0,3,1,2,2,3,2,4,3,1,4,2,9.0,8.0,4.0,0.0,3,35,spotify,metal,16-20,0-1,2022-10-06,3
23,2.0,0,100.0,2,2,2,3,2,2,1,3,3,4,1,5.0,7.0,10.0,2.0,9,17,spotify,rock,21-25,1-2,2022-10-06,2
17,1.0,1,70.0,2,2,3,1,4,4,4,3,1,4,4,8.0,3.0,9.0,2.0,22,15,spotify,metal,16-20,0-1,2022-10-09,2
22,3.0,1,150.0,2,3,3,2,2,2,3,4,2,3,4,10.0,10.0,6.0,8.0,15,46,spotify,video game music,21-25,2-3,2022-10-11,3
17,5.0,1,168.0,2,4,1,4,1,3,2,4,4,2,2,7.0,7.0,5.0,5.0,18,1,spotify,hip hop,16-20,4-5,2022-10-14,3
19,5.0,1,163.0,4,2,1,2,3,4,2,4,2,3,2,10.0,8.0,1.0,0.0,20,42,spotify,pop,16-20,4-5,2022-10-14,3
19,4.0,1,140.0,3,3,1,3,2,3,3,4,3,3,3,8.0,6.0,2.0,0.0,14,0,spotify,pop,16-20,3-4,2022-10-15,3
16,6.0,1,105.0,2,3,2,3,4,2,1,4,4,1,1,10.0,7.0,6.0,10.0,15,20,spotify,pop,16-20,5-6,2022-10-22,3
19,6.0,1,78.0,2,2,1,3,2,3,1,4,2,2,3,6.0,6.0,8.0,0.0,20,50,spotify,pop,16-20,5-6,2022-10-23,3
13,1.0,1,128.0,2,1,2,4,2,4,4,4,1,3,4,10.0,10.0,8.0,4.0,19,45,spotify,video game music,11-15,0-1,2022-10-26,1
18,2.0,1,90.0,3,4,1,3,1,3,3,2,3,3,3,9.0,8.0,5.0,10.0,7,24,apple music,edm,16-20,1-2,2022-10-30,3
26,1.0,1,136.0,3,3,4,1,1,2,4,2,1,1,2,0.0,0.0,0.0,0.0,13,13,youtube music,metal,26-30,0-1,2022-10-30,3
14,7.0,1,108.0,2,3,3,3,1,2,3,4,3,4,2,7.0,3.0,1.0,2.0,13,15,other streaming service,country,11-15,6-7,2022-10-30,3
21,0.5,0,95.0,1,3,1,3,1,4,1,4,3,4,1,6.0,2.0,2.0,0.0,14,37,i do not use a streaming service.,pop,21-25,0-1,2022-10-30,3
21,2.0,1,147.0,3,3,2,1,1,3,2,3,4,3,3,7.0,6.0,4.0,6.0,22,26,spotify,r&b,21-25,1-2,2022-11-01,3
17,2.0,1,120.0,4,1,3,3,3,2,2,4,1,4,1,7.0,6.0,0.0,9.0,23,24,spotify,rock,16-20,1-2,2022-11-03,3
18,1.0,1,160.0,2,1,1,1,1,2,1,4,1,3,3,3.0,2.0,2.0,5.0,17,31,spotify,pop,16-20,0-1,2022-11-04,3
19,6.0,1,120.0,2,3,2,4,2,3,2,3,3,2,2,2.0,2.0,2.0,2.0,1,55,other streaming service,rap,16-20,5-6,2022-11-09,3
